Collar_id,NST_Timeset,Interval,NST_date,NST Time,Latitude,Longitude,Step_length,movement
Kano: 6225,04/24/2024 08:30,6.009722222,04/24/2024,08:30:56,25.826308,77.162433,1308.235542,217.6865242
Kano: 6225,04/24/2024 20:37,12.10833333,04/24/2024,20:37:26,25.82119,77.174202,343.9151949,28.40318196
Kano: 6225,04/24/2024 23:30,2.878888889,04/24/2024,23:30:10,25.823758,77.176117,903.8051682,313.9423587
Kano: 6225,04/25/2024 02:30,2.999444444,04/25/2024,02:30:08,25.818958,77.16883,773.9409527,258.0281006
Kano: 6225,04/25/2024 05:30,3.003333333,04/25/2024,05:30:20,25.825677,77.170848,1093.547489,364.1112614
Kano: 6225,04/25/2024 08:30,3.001111111,04/25/2024,08:30:24,25.831017,77.161673,908.7546712,302.8060734
Kano: 6225,04/25/2024 20:30,11.99611111,04/25/2024,20:30:10,25.836153,77.15461,1153.053632,96.11895229
Kano: 6225,04/25/2024 23:30,3.006111111,04/25/2024,23:30:32,25.828065,77.16182,21.14863556,7.035214196
Kano: 6225,04/26/2024 02:30,2.993055556,04/26/2024,02:30:07,25.827877,77.161852,328.4672684,109.7431245
Kano: 6225,04/26/2024 05:30,3.006944444,04/26/2024,05:30:32,25.830763,77.161152,64.95128691,21.60042798
Kano: 6225,04/26/2024 08:30,3.003333333,04/26/2024,08:30:44,25.830972,77.161758,1941.067832,646.3044946
Kano: 6225,04/26/2024 20:36,12.09666667,04/26/2024,20:36:32,25.81959,77.176462,2589.549773,214.0713508
Kano: 6225,04/26/2024 23:30,2.906666667,04/26/2024,23:30:56,25.823512,77.15096,1201.474278,413.3512425
Kano: 6225,04/27/2024 05:58,6.46,04/27/2024,05:58:32,25.828083,77.161837,2697.858426,417.6251434
Kano: 6225,04/27/2024 20:38,14.6625,04/27/2024,20:38:17,25.819,77.136843,9.773265014,0.666548339
Kano: 6225,04/27/2024 23:30,2.863888889,04/27/2024,23:30:07,25.818928,77.136787,906.1566838,316.4077655
